time,distance
257,3.936163
258,3.603749
259,3.490643
260,3.407413
261,3.443949
262,3.412755
263,3.414688
264,3.553483
265,3.375481
266,3.660213
267,3.743203
268,3.620937
269,3.730321
270,3.619143
271,3.452926
272,3.762485
273,3.80039
274,3.267898
275,3.327056
276,3.488776
277,3.615193
278,3.836982
279,3.723926
280,3.732718
281,3.53002
282,3.721393
283,3.521907
284,3.65674
285,3.647561
286,3.675394
287,3.545344
288,3.526016
289,3.449961
290,3.466391
291,3.755933
292,3.674723
293,3.883803
294,3.867873
295,3.900822
296,3.673498
297,3.363832
298,4.065085
299,3.762496
300,3.46828
301,3.325728
302,3.542103
303,3.68914
304,3.569979
305,3.723276
306,3.646801
307,3.677538
308,3.48088
309,3.439257
310,3.649083
311,3.789141
312,3.943813
313,3.564519
314,3.555166
315,3.572316
316,3.843543
317,3.927311
318,3.65002
319,3.445885
320,3.31956
321,3.469404
322,3.525837
323,3.544801
324,3.965889
325,3.880017
326,3.284106
327,3.493464
328,3.420959
329,3.495162
330,3.444118
331,3.42187
332,3.430845
333,3.651012
334,3.560593
335,3.410275
336,3.6707
337,3.494339
338,3.955611
339,3.58167
340,3.67816
341,3.43865
342,3.468795
343,3.496484
344,3.27353
345,3.525643
346,3.439249
347,3.529756
348,3.591809
349,3.562852
350,3.677906
351,3.732893
352,3.783888
353,3.847337
354,4.007127
355,3.325421
356,3.393574
357,3.544148
358,3.779227
359,3.779326
360,3.739778
361,3.873491
362,3.526636
363,3.469531
364,3.58972
365,3.828941
366,3.654064
367,3.412189
368,3.865185
369,3.737086
370,3.649336
371,3.785575
372,3.537025
373,3.569113
374,3.519862
375,3.292021
376,3.623456
377,3.229784
378,3.892326
379,3.757529
380,3.470767
381,3.56917
382,3.464978
383,3.534284
384,3.632313
385,3.639414
386,3.589838
387,3.686549
388,3.621913
389,3.937034
390,3.598406
391,3.937787
392,3.609682
393,3.644647
394,3.457523
395,3.37305
396,4.090369
397,3.437366
398,3.652786
399,3.97126
400,3.692938
401,3.379059
402,3.969772
403,3.722133
404,3.42744
405,3.545847
406,4.217441
407,4.194181
408,4.040611
409,4.011159
410,4.453397
411,3.780229
412,3.563948
413,3.662346
414,3.797862
415,3.574799
416,3.879622
417,3.888822
418,3.745415
419,3.651784
420,3.461737
421,3.714484
422,3.630976
423,3.847407
424,3.695572
425,3.622335
426,3.397897
427,3.447055
428,3.588274
429,3.681779
430,3.350658
431,3.370665
432,3.934591
433,3.398262
434,3.728262
435,3.755955
436,3.761413
437,3.568062
438,3.990633
439,3.412423
440,3.567237
441,3.731321
442,3.659721
443,3.496863
444,3.31483
445,3.64373
446,3.48868
447,3.885115
448,3.855537
449,4.037725
450,3.574964
451,3.943599
452,3.482191
453,3.427049
454,3.46376
455,3.630431
456,3.683542
457,3.919269
458,3.269003
459,3.416761
460,3.346234
461,3.661145
462,3.24225
463,3.662848
464,3.555414
465,3.620237
466,3.55857
467,3.521609
468,3.581214
469,3.533257
470,3.804996
471,3.298674
472,3.547885
473,3.631382
474,3.445118
475,3.70456
476,3.351738
477,3.362562
478,3.635259
479,3.341081
480,3.558825
481,3.418732
482,3.261199
483,3.472866
484,3.759001
485,3.619342
486,3.570566
487,3.638021
488,3.442021
489,3.348504
490,4.091238
491,3.489663
492,3.769897
493,3.787261
494,3.634974
495,3.538563
496,3.553283
497,3.874315
498,3.799372
499,3.782802
500,3.667772
501,3.52211
502,3.640651
503,3.60359
504,3.495798
505,3.720148
506,3.468096
507,3.92685
508,3.585319
509,3.808318
510,3.309845
511,3.723843
512,3.45372
513,3.365329
514,3.576907
515,3.865432
516,3.356199
517,3.712006
518,3.785821
519,3.490481
520,3.687814
521,3.514022
522,3.584826
523,3.654943
524,3.501126
525,3.55905
526,3.626863
527,3.66251
528,3.781557
529,3.698528
530,3.471186
531,3.816219
532,3.29115
533,3.647902
534,3.545523
535,3.416819
536,3.335204
537,3.472808
538,3.827312
539,3.317
540,3.57824
541,3.672196
542,3.530148
543,3.523291
544,3.507238
545,3.211499
546,3.48232
547,3.730586
548,3.45792
549,4.006191
550,3.806713
551,3.354505
552,3.711239
553,3.390624
554,3.558853
555,3.656796
556,3.397347
557,3.799567
558,3.720482
559,3.714409
560,3.428783
561,3.719257
562,3.783346
563,3.725692
564,3.5239
565,3.458423
566,3.750756
567,3.398528
568,3.463007
569,3.301945
570,3.37459
571,3.51759
572,3.552092
573,3.673217
574,4.059529
575,3.458068
576,3.54202
577,3.435329
578,3.610754
579,3.598154
580,3.504903
581,3.279229
582,3.806486
583,3.600996
584,3.479315
585,3.608013
586,3.705557
587,3.715034
588,3.408528
589,3.722567
590,3.817456
591,3.298682
592,3.502344
593,3.874407
594,3.526296
595,3.362207
596,3.732231
597,3.675682
598,3.420746
599,3.377743
600,3.962153
601,3.395966
602,3.817368
603,3.451368
604,3.53582
605,3.372619
606,3.789619
607,3.63748
608,3.441816
609,3.415404
610,3.469188
611,3.634647
612,3.670579
613,3.855708
614,3.716125
615,3.236249
616,3.15745
617,3.608776
618,3.734138
619,3.501419
620,3.758897
621,3.431307
622,3.654597
623,3.742621
624,3.505954
625,3.672126
626,3.813853
627,3.651325
628,3.669959
629,3.597692
630,3.40816
631,3.439916
632,3.44865
633,3.582154
634,3.565063
635,3.508257
636,3.82063
637,3.30884
638,3.462768
639,3.284737
640,3.565845
641,3.566221
642,3.49691
643,3.714589
644,3.49579
645,3.572185
646,3.281518
647,3.383557
648,3.340589
649,3.629822
650,3.95433
651,3.471022
652,3.480188
653,4.114183
654,3.521354
655,3.591593
656,3.524194
657,3.614387
658,3.271443
659,3.920494
660,3.370995
661,3.324746
662,3.355713
663,3.607398
664,3.847933
665,3.515446
666,3.728122
667,3.449919
668,3.565012
669,3.840082
670,3.393339
671,3.482367
672,3.476454
673,3.546729
674,3.494892
675,3.679492
676,3.568719
677,3.684216
678,3.666397
679,3.406415
680,3.200978
681,3.88762
682,3.735291
683,3.471915
684,3.439095
685,3.639745
686,3.844236
687,3.731305
688,3.748144
689,3.467913
690,3.87768
691,3.454998
692,3.554241
693,3.87713
694,3.566965
695,3.731527
696,3.981064
697,3.595046
698,4.103896
699,3.841121
700,3.521783
701,3.379921
702,3.544889
703,3.985108
704,3.581534
705,3.313598
706,3.446412
707,4.020724
708,3.345277
709,3.67319
710,3.354913
711,3.334057
712,3.707509
713,3.355086
714,3.404807
715,3.333651
716,3.452754
717,3.430336
718,3.453032
719,3.390914
720,3.323316
721,3.530696
722,3.422106
723,3.357816
724,3.604031
725,3.328977
726,3.839056
727,3.524516
728,3.663527
729,3.203045
730,3.345843
731,3.678781
732,3.488407
733,3.445935
734,3.403707
735,3.750452
736,3.7003
737,3.550148
738,3.437555
739,3.208634
740,3.738695
741,3.445989
742,3.391112
743,3.443804
744,3.804523
745,3.321585
746,3.483525
747,3.676047
748,3.473664
749,3.629135
750,3.287629
751,3.60815
752,3.507608
753,3.57759
754,3.65106
755,3.519149
756,3.815064
757,3.737404
758,3.594527
759,3.637022
760,3.627882
761,3.737922
762,3.580345
763,3.660547
764,3.325198
765,3.365054
766,3.459176
767,3.549052
768,3.553346
769,4.069451
770,3.879477
771,3.485293
772,3.365987
773,3.515663
774,3.496356
775,3.68936
776,3.384863
777,3.738929
778,3.739686
779,3.697583
780,3.716303
781,3.371083
782,3.250862
783,3.798104
784,3.633605
785,3.725795
786,3.764821
787,3.538515
788,3.966228
789,3.494939
790,3.606732
791,4.054626
792,3.663337
793,3.822491
794,3.604144
795,3.378161
796,3.822999
797,3.321272
798,3.769861
799,3.675555
800,3.458038
801,3.523084
802,3.834147
803,3.802938
804,3.709307
805,3.272599
806,3.657304
807,3.55859
808,3.348639
809,3.256462
810,3.642805
811,3.513828
812,3.554332
813,3.445314
814,3.401408
815,3.304667
816,3.868266
817,3.665353
818,3.937148
819,3.640156
820,3.361389
821,3.337499
822,3.560826
823,3.902187
824,3.613705
825,3.597491
826,3.624879
827,3.384054
828,3.711804
829,3.825097
830,3.885498
831,3.524039
832,3.483917
833,3.869342
834,3.331343
835,3.510994
836,3.623394
837,3.392225
838,3.560818
839,3.42117
840,3.800748
841,3.74803
842,3.490261
843,3.751916
844,3.402531
845,3.86116
846,3.518001
847,3.494079
848,4.083127
849,3.343944
850,3.46791
851,3.584779
852,3.433925
853,3.951448
854,3.669757
855,3.611519
856,3.401228
857,3.358016
858,3.433193
859,3.826264
860,3.688608
861,3.59615
862,3.754181
863,3.567628
864,3.602713
865,3.311653
866,3.600907
867,3.602242
868,3.37752
869,4.021427
870,3.624796
871,3.485485
872,3.564189
873,3.428709
874,3.508406
875,3.65036
876,3.652271
877,3.323261
878,3.784901
879,3.499508
880,3.395018
881,3.802357
882,3.680591
883,3.330292
884,3.523785
885,3.699703
886,3.627556
887,3.291189
888,3.612476
889,3.487267
890,3.663426
891,3.553076
892,3.716789
893,3.594835
894,3.394583
895,3.579507
896,4.164257
897,3.572711
898,3.462772
899,3.427351
900,4.220152
901,3.597869
902,3.44109
903,3.724602
904,3.550549
905,3.669232
906,3.621914
907,3.496724
908,3.555411
909,3.571872
910,3.687678
911,3.734879
912,3.567492
913,3.607526
914,3.602683
915,3.560801
916,3.753278
917,3.663212
918,3.444939
919,3.373348
920,3.938211
921,3.607247
922,3.418017
923,3.74076
924,3.564321
925,3.58572
926,3.640717
927,3.643861
928,3.698227
929,3.685723
930,3.541642
931,3.393539
932,3.515105
933,3.776562
934,3.637345
935,3.459843
936,3.429353
937,3.599936
938,3.778708
939,3.525994
940,3.367103
941,3.599945
942,3.401746
943,3.45171
944,3.503442
945,3.669771
946,3.443734
947,3.410135
948,3.636638
949,3.773635
950,3.522017
951,3.391654
952,3.734211
953,3.659058
954,3.316886
955,4.125217
956,4.086378
957,3.582737
958,3.601196
959,3.871454
960,3.760511
961,3.315192
962,3.456767
963,3.719877
964,3.967623
965,3.817683
966,3.514437
967,3.910334
968,3.660297
969,3.378026
970,3.398308
971,4.037599
972,4.011537
973,3.59008
974,3.94106
975,3.452942
976,3.695365
977,3.592226
978,3.488817
979,3.326483
980,3.760874
981,3.611941
982,3.299673
983,3.692087
984,3.616804
985,3.701239
986,3.653332
987,3.562486
988,3.380871
989,3.747956
990,3.279527
991,3.633075
992,3.575482
993,3.416327
994,3.844443
995,3.292122
996,3.533262
997,3.61687
998,3.502289
999,3.610654
1000,3.40779
1001,3.809658
1002,3.260894
1003,3.660578
1004,3.489396
1005,3.60851
1006,3.840062
1007,3.423336
1008,3.509449
1009,3.52903
1010,3.422904
1011,3.803444
1012,3.772502
1013,3.578119
1014,3.768801
1015,3.755673
1016,3.511403
1017,3.453923
1018,3.43449
1019,3.767969
1020,3.606154
1021,3.539873
1022,3.551081
1023,4.004098
1024,3.702071
1025,3.738005
1026,3.69435
1027,3.62973
1028,3.624074
1029,4.184416
1030,3.67905
1031,3.400214
1032,3.526366
1033,3.554218
1034,3.771122
1035,3.746521
1036,3.41474
1037,3.708
1038,3.940244
1039,3.563588
1040,3.762403
1041,3.615444
1042,3.552063
1043,3.473091
1044,3.499507
1045,3.73519
1046,3.597785
1047,3.784436
1048,3.746139
1049,4.209005
1050,3.453023
1051,3.685611
1052,3.472716
1053,3.896073
1054,3.70036
1055,3.395062
1056,3.364263
1057,3.710085
1058,3.682613
1059,3.980659
1060,3.486958
1061,3.879201
1062,3.668908
1063,3.73205
1064,3.944909
1065,3.54065
1066,3.336781
1067,3.864861
1068,3.334049
1069,3.786143
1070,3.579044
1071,3.885512
1072,3.386046
1073,3.701178
1074,3.582183
1075,3.970786
1076,3.648875
1077,3.787166
1078,3.546943
1079,3.518912
1080,3.831803
1081,3.428742
1082,3.54363
1083,3.471146
1084,3.675162
1085,3.225498
1086,3.489202
1087,3.803173
1088,3.925827
1089,3.653852
1090,3.978657
1091,4.042616
1092,3.473444
1093,3.592659
1094,3.740404
1095,3.480815
1096,3.448686
1097,3.359693
1098,4.159323
1099,3.610789
1100,3.701357
1101,3.646178
1102,3.709062
1103,3.655531
1104,3.513252
1105,3.464866
1106,3.608611
1107,3.361691
1108,3.789225
1109,3.721148
1110,3.575813
1111,3.240137
1112,3.489949
1113,3.732611
1114,3.833882
1115,4.00906
1116,3.586473
1117,3.584686
1118,3.771892
1119,3.319667
1120,3.655719
1121,3.319792
1122,3.519841
1123,3.502824
1124,3.563445
1125,3.763759
1126,3.432047
1127,3.633466
1128,3.374874
1129,3.482943
1130,3.585214
1131,3.367142
1132,3.554059
1133,3.702789
1134,3.475891
1135,3.790857
1136,3.632926
1137,3.663827
1138,3.401785
1139,3.511415
1140,3.422743
1141,3.589663
1142,3.50326
1143,3.518525
1144,3.803602
1145,3.699739
1146,3.71469
1147,3.315082
1148,3.271873
1149,3.501048
1150,3.670277
1151,3.67077
1152,3.775809
1153,3.682218
1154,3.589203
1155,3.833676
1156,3.390644
1157,3.768107
1158,3.526548
1159,3.453817
1160,3.539098
1161,3.59256
1162,3.264071
1163,3.550404
1164,3.461803
1165,3.850032
1166,3.62917
1167,3.603125
1168,3.872783
1169,3.68492
1170,3.624285
1171,3.30995
1172,3.835878
1173,4.191554
1174,3.85476
1175,4.249504
1176,3.398637
1177,3.240483
1178,3.387239
1179,3.457137
1180,3.872048
1181,3.400013
1182,3.539678
1183,3.548104
1184,3.325553
1185,3.621172
1186,3.496523
1187,3.562267
1188,3.157238
1189,3.791366
1190,3.4958
1191,3.556802
1192,3.483895
1193,3.490603
1194,3.497741
1195,3.494266
1196,3.655001
1197,3.842124
1198,3.847529
1199,3.460895
1200,3.578297
1201,3.540954
1202,3.317982
1203,3.310825
1204,3.642323
1205,3.671421
1206,3.50442
1207,3.272684
1208,3.382684
1209,3.353722
1210,3.748356
1211,3.31725
1212,3.341382
1213,3.295776
1214,3.989851
1215,3.372709
1216,3.551556
1217,3.806634
1218,3.528779
1219,3.790102
1220,3.376368
1221,3.604281
1222,3.602193
1223,3.450744
1224,3.496266
1225,3.4079
1226,3.95842
1227,3.760061
1228,3.626493
1229,3.58435
1230,3.614742
1231,3.737173
1232,3.755342
1233,3.460984
1234,3.410919
1235,3.571874
1236,3.523021
1237,3.244646
1238,3.735764
1239,4.039121
1240,3.459655
1241,3.536212
1242,4.013273
1243,3.641457
1244,3.422596
1245,3.490799
1246,3.476894
1247,3.56238
1248,3.545844
1249,3.381225
1250,3.568254
1251,3.381363
1252,3.599868
1253,3.317885
1254,3.520563
1255,3.649935
1256,3.569952
1257,3.669232
1258,3.611676
1259,3.738255
1260,3.617682
1261,3.475978
1262,3.473139
1263,3.793204
1264,3.710119
1265,3.412315
1266,3.340935
1267,4.242494
1268,3.53953
1269,3.588553
1270,3.596608
1271,3.464109
1272,3.63951
1273,3.567731
1274,3.670663
1275,3.861923
1276,3.276855
1277,3.351455
1278,3.34409
1279,3.697771
1280,3.89574
1281,3.794584
1282,3.787567
1283,3.658294
1284,3.558428
1285,3.955641
1286,3.439234
1287,3.556505
1288,3.737428
1289,3.525608
1290,4.126352
1291,3.645555
1292,4.623551
1293,3.79681
1294,3.450371
1295,3.69715
1296,3.640734
1297,3.44021
1298,3.928415
1299,3.491045
1300,3.648326
1301,3.781939
1302,3.376221
1303,3.690596
1304,3.705317
1305,3.660744
1306,3.326404
1307,3.661016
1308,3.757697
1309,3.446525
1310,3.552365
1311,3.868188
1312,4.179594
1313,3.733963
1314,3.677027
1315,3.53151
1316,3.246862
1317,3.647233
1318,4.029535
1319,3.295822
1320,3.322845
1321,3.815731
1322,3.587476
1323,3.70473
1324,3.891665
1325,3.484275
1326,3.695297
1327,3.652777
1328,3.708256
1329,3.781462
1330,3.536225
1331,3.847194
1332,3.696111
1333,3.580481
1334,3.759499
1335,3.593484
1336,3.437908
1337,3.799389
1338,3.955869
1339,3.608186
1340,3.97592
1341,3.541177
1342,3.675818
1343,3.694986
1344,4.001728
1345,3.815338
1346,4.003358
1347,3.993261
1348,3.518192
1349,3.857053
1350,3.874479
1351,3.479824
1352,3.711913
1353,3.670936
1354,3.924453
1355,3.973275
1356,3.792166
1357,3.419798
1358,3.698472
1359,3.460739
1360,3.980901
1361,3.401569
1362,3.665127
1363,3.44845
1364,3.591752
1365,3.483551
1366,3.531087
1367,3.576303
1368,3.32468
1369,3.906104
1370,3.932858
1371,3.515342
1372,3.665097
1373,3.582056
1374,3.430006
1375,3.60563
1376,3.570281
1377,3.70337
1378,3.64419
1379,3.639557
1380,3.38435
1381,3.342413
1382,3.569155
1383,3.442743
1384,3.634713
1385,3.441584
1386,3.727506
1387,3.780764
1388,3.777642
1389,3.739979
1390,3.585716
1391,3.44342
1392,3.448974
1393,3.762346
1394,3.581858
1395,3.43579
1396,3.61047
1397,4.070145
1398,3.598346
1399,3.703053
1400,3.657371
1401,3.456525
1402,3.333862
1403,3.602446
1404,3.431315
1405,3.475742
1406,3.348246
1407,3.426682
1408,3.105993
1409,3.595148
1410,3.393486
1411,3.466698
1412,3.486591
1413,3.461552
1414,3.54449
1415,3.454355
1416,3.723407
1417,3.729147
1418,3.672258
1419,3.835806
1420,3.822214
1421,3.534349
1422,3.932003
1423,3.454617
1424,3.517387
1425,3.858879
1426,3.751158
1427,3.384661
1428,3.436434
1429,4.002275
1430,3.421383
1431,3.723824
1432,3.747549
1433,3.668931
1434,3.660851
1435,3.465591
1436,3.915922
1437,3.470984
1438,3.436976
1439,3.657035
1440,3.484239
1441,3.563581
1442,3.465847
1443,3.56469
1444,3.529242
1445,3.949778
1446,3.634953
1447,3.310637
1448,3.568078
1449,3.49192
1450,3.447213
1451,3.723443
1452,3.451787
1453,3.445279
1454,3.860879
1455,3.80551
1456,4.03843
1457,3.474436
1458,3.411316
1459,3.32083
1460,3.517624
1461,3.449823
1462,3.486453
1463,3.285557
1464,3.436282
1465,3.625071
1466,3.437563
1467,3.398273
1468,4.226069
1469,3.56782
1470,3.449846
1471,3.529679
1472,3.42087
1473,3.419257
1474,3.602626
1475,3.174279
1476,3.745934
1477,3.713835
1478,3.572863
1479,3.640012
1480,3.59271
1481,3.870315
1482,3.585417
1483,3.460256
1484,3.479951
1485,3.724627
1486,3.625283
1487,3.513431
1488,3.515158
1489,3.497368
1490,3.789438
1491,3.612966
1492,3.51337
1493,3.420724
1494,3.494231
1495,4.019963
1496,3.822084
1497,3.424006
1498,3.599991
1499,3.40589
1500,3.721454
1501,3.490758
1502,3.753684
1503,3.545769
1504,3.484329
1505,3.742327
1506,3.317653
1507,3.454054
1508,3.640683
1509,3.559576
1510,3.567307
1511,3.757438
1512,3.849665
1513,3.643631
1514,3.596418
1515,3.769437
1516,3.238384
1517,3.280935
1518,3.572309
1519,3.398402
1520,3.622121
1521,3.348837
1522,3.554424
1523,3.554872
1524,3.712136
1525,3.660236
1526,3.401378
1527,3.401088
1528,3.851243
1529,3.791309
1530,3.838851
1531,3.3982
1532,3.426293
1533,3.421946
1534,3.524558
1535,3.523977
1536,3.741665
1537,3.619352
1538,3.606885
1539,3.586201
1540,3.825033
1541,3.494392
1542,3.515219
1543,3.595691
1544,3.974765
1545,3.535377
1546,4.040728
1547,3.663269
1548,3.739515
1549,3.603077
1550,3.574395
1551,3.652723
1552,3.952111
1553,3.856089
1554,3.69029
1555,3.865429
1556,3.314034
1557,3.510272
1558,3.762564
1559,3.62308
1560,3.3621
1561,3.475958
1562,3.524919
1563,3.713378
1564,3.750059
1565,3.348004
1566,3.424718
1567,3.363884
1568,3.619418
1569,3.73565
1570,3.480671
1571,3.787455
1572,3.390151
1573,4.042087
1574,3.321053
1575,4.117071
1576,3.477572
1577,3.539052
1578,3.536824
1579,3.52031
1580,3.636418
1581,3.879065
1582,3.617064
1583,3.699615
1584,3.715268
1585,3.336565
1586,3.739196
1587,3.599735
1588,3.708103
1589,3.578939
1590,3.347964
1591,3.609476
1592,3.567575
1593,3.437831
1594,3.485394
1595,3.589101
1596,3.741328
1597,3.950213
1598,3.380704
1599,3.809382
1600,3.450403
1601,3.483223
1602,3.437565
1603,3.994699
1604,3.548533
1605,3.457029
1606,3.536342
1607,3.349533
1608,3.548238
1609,3.830872
1610,3.474741
1611,3.647017
1612,3.438669
1613,3.794978
1614,3.466513
1615,3.622649
1616,3.762572
1617,3.572204
1618,3.407668
1619,3.818402
1620,3.757112
1621,3.803916
1622,3.53989
1623,3.891943
1624,3.344628
1625,3.823677
1626,3.669151
1627,3.822971
1628,3.683527
1629,3.737425
1630,3.606342
1631,3.593252
1632,3.370594
1633,3.631417
1634,3.49504
1635,3.437809
1636,3.478745
1637,3.399414
1638,3.716183
1639,3.711562
1640,3.987518
1641,3.687064
1642,3.6282
1643,3.325647
1644,3.393069
1645,3.52663
1646,3.930346
1647,3.53073
1648,3.8613
1649,3.674602
1650,3.649016
1651,3.662649
1652,3.356481
1653,3.460468
1654,3.565648
1655,3.697162
1656,3.849566
1657,3.555938
1658,3.501639
1659,3.826118
1660,3.69307
1661,3.381001
1662,3.464622
1663,3.655133
1664,3.647398
1665,3.38912
1666,3.583156
1667,3.677912
1668,3.579276
1669,3.569694
1670,3.478743
1671,3.753733
1672,3.464038
1673,3.92219
1674,3.783504
1675,3.429311
1676,3.337889
1677,3.488083
1678,3.429149
1679,3.958524
1680,3.590754
1681,4.014769
1682,3.642792
1683,3.219646
1684,3.750758
1685,3.741168
1686,3.721851
1687,3.476817
1688,3.898782
1689,3.593676
1690,3.656523
1691,3.799617
1692,3.743318
1693,3.525996
1694,3.612075
1695,3.629305
1696,3.66045
1697,3.697041
1698,3.755556
1699,3.92495
1700,3.409709
1701,3.493908
1702,4.127232
1703,3.559657
1704,3.416224
1705,3.602129
1706,3.525486
1707,3.567636
1708,3.57882
1709,3.61087
1710,3.549338
1711,3.731478
1712,3.522448
1713,3.670889
1714,3.5759
1715,3.533868
1716,4.453949
1717,3.391871
1718,3.597775
1719,3.833258
1720,3.566222
1721,3.443408
1722,3.598857
1723,4.049449
1724,3.478513
1725,3.580268
1726,3.802645
1727,3.725785
1728,3.533257
1729,3.684852
1730,3.59583
1731,3.412223
1732,3.524378
1733,3.626692
1734,3.46514
1735,3.963248
1736,3.786846
1737,3.557565
1738,3.576174
1739,3.288063
1740,3.52145
1741,3.791542
1742,3.712493
1743,3.724118
1744,3.447454
1745,3.438405
1746,3.336965
1747,3.609579
1748,3.35136
1749,3.77687
1750,3.899161
1751,3.356219
1752,3.584094
1753,3.684489
1754,3.715502
1755,3.819424
1756,3.507492
1757,3.35298
1758,3.64732
1759,3.287016
1760,3.31147
1761,3.287816
1762,3.536966
1763,3.743288
1764,3.655411
1765,3.584139
1766,3.419551
1767,3.653342
1768,3.508746
1769,3.390707
1770,3.665727
1771,3.461022
1772,3.444592
1773,3.53385
1774,3.611116
1775,3.53228
1776,3.672987
1777,3.663969
1778,3.647792
1779,3.393676
1780,3.285269
1781,3.650718
1782,4.761961
1783,3.803365
1784,3.4805
1785,3.496438
1786,3.604189
1787,3.523211
1788,3.403868
1789,3.828862
1790,3.580856
1791,3.669132
1792,3.941202
1793,3.483368
1794,3.41681
1795,3.535788
1796,3.520929
1797,3.588949
1798,3.521519
1799,3.765048
1800,3.709799
1801,3.352069
1802,3.337285
1803,3.761752
1804,3.313705
1805,3.844534
1806,3.87349
1807,3.68571
1808,3.493883
1809,3.722914
1810,3.49236
1811,3.553071
1812,3.582507
1813,3.786994
1814,3.673349
1815,3.676261
1816,3.582615
1817,3.571055
1818,3.515063
1819,3.689004
1820,3.843672
1821,3.755942
1822,3.450222
1823,3.417671
1824,3.715252
1825,3.8865
1826,3.388574
1827,4.280396
1828,3.860895
1829,3.7401
1830,3.441315
1831,3.423434
1832,3.360595
1833,3.926052
1834,3.600223
1835,3.403548
1836,3.483117
1837,3.591708
1838,3.405409
1839,3.668171
1840,3.510723
1841,3.524164
1842,3.490104
1843,3.93292
1844,3.646719
1845,3.638949
1846,3.413215
1847,3.767752
1848,3.370303
1849,3.468177
1850,3.647075
1851,3.430705
1852,3.61902
1853,3.451742
1854,3.584177
1855,3.576841
1856,3.526503
1857,3.709015
1858,3.788487
1859,3.446352
1860,3.596515
1861,3.719469
1862,3.528306
1863,3.595488
1864,3.971802
1865,3.593664
1866,3.469285
1867,4.084503
1868,3.341469
1869,3.62684
1870,3.469978
1871,3.628597
1872,3.639272
1873,3.622401
